application_id,customer_id,application_date,channel,applicant_age,employment_type,housing_status,annual_income,credit_score,risk_tier,debt_to_income_ratio,loan_purpose,loan_amount,loan_term_months,interest_rate_pct,final_stage_reached,application_status,portfolio_loan_status,outstanding_balance,total_funnel_duration_hours
APP-000132,CUST-000132,2024-01-01,Direct Web,45,Full-Time,Rent,147417,731,Tier B (Good),0.303,Debt Consolidation,21500,60,10.69,Credit Approved,Offer Declined,Offer_Rejected,0.0,136.86
APP-000133,CUST-000133,2022-01-24,Direct Web,48,Full-Time,Mortgage,97307,680,Tier C (Fair),0.211,Personal,10000,60,15.57,Disbursed,Active/Funded,Current (Good Standing),4500.0,88.22
APP-000134,CUST-000134,2022-11-26,Affiliate Partner,47,Full-Time,Rent,64190,850,Tier A (Excellent),0.375,Debt Consolidation,12000,60,8.57,Disbursed,Active/Funded,Current (Good Standing),7400.0,79.45
APP-000135,CUST-000135,2024-10-02,Mobile App,32,Full-Time,Rent,45475,650,Tier C (Fair),0.377,Debt Consolidation,17500,60,16.54,Disbursed,Active/Funded,Current (Good Standing),17208.33,99.19
APP-000136,CUST-000136,2022-11-06,Direct Web,30,Full-Time,Rent,70257,712,Tier B (Good),0.206,Home Improvement,21000,60,10.76,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,17.9
APP-000137,CUST-000137,2024-10-25,Mobile App,49,Unemployed,Mortgage,18000,654,Tier C (Fair),0.367,Debt Consolidation,25000,36,16.62,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,15.6
APP-000138,CUST-000138,2022-06-28,Direct Web,39,Full-Time,Rent,66103,612,Tier D (Subprime),0.38,Debt Consolidation,11500,36,22.59,Document Verification,Credit Declined,Declined_Credit,0.0,35.39
APP-000139,CUST-000139,2024-02-24,Mobile App,25,Full-Time,Mortgage,47783,603,Tier D (Subprime),0.453,Debt Consolidation,8000,60,22.95,Lead Captured,Abandoned,Incomplete,0.0,0.18
APP-000140,CUST-000140,2023-09-29,Mobile App,26,Full-Time,Own,42102,670,Tier C (Fair),0.444,Debt Consolidation,24000,36,16.28,Lead Captured,Abandoned,Incomplete,0.0,1.69
APP-000141,CUST-000141,2024-02-05,Direct Web,40,Self-Employed,Mortgage,72081,590,Tier D (Subprime),0.377,Home Improvement,8500,36,21.97,Lead Captured,Abandoned,Incomplete,0.0,2.85
APP-000142,CUST-000142,2024-01-25,Broker Aggregator,32,Full-Time,Mortgage,53336,762,Tier A (Excellent),0.287,Debt Consolidation,21500,60,8.14,Lead Captured,Abandoned,Incomplete,0.0,3.02
APP-000143,CUST-000143,2023-08-07,Affiliate Partner,39,Self-Employed,Mortgage,27822,732,Tier B (Good),0.081,Personal,38500,36,10.01,Document Verification,Credit Declined,Declined_Credit,0.0,62.74
APP-000144,CUST-000144,2023-07-18,Direct Web,36,Full-Time,Rent,118019,652,Tier C (Fair),0.354,Debt Consolidation,20500,60,15.99,Disbursed,Active/Funded,Current (Good Standing),15375.0,100.35
APP-000145,CUST-000145,2023-01-21,Affiliate Partner,24,Self-Employed,Rent,128996,615,Tier D (Subprime),0.088,Home Improvement,14500,60,20.46,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,38.2
APP-000146,CUST-000146,2023-04-01,Mobile App,21,Contractor,Mortgage,18672,627,Tier D (Subprime),0.192,Debt Consolidation,15500,60,20.62,Credit Approved,Offer Declined,Offer_Rejected,0.0,98.28
APP-000147,CUST-000147,2024-05-11,Direct Web,21,Full-Time,Own,172532,707,Tier B (Good),0.547,Personal,20000,60,12.41,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,12.32
APP-000148,CUST-000148,2024-04-18,Mobile App,47,Full-Time,Rent,82474,648,Tier C (Fair),0.265,Auto Refinance,23500,36,15.4,Document Verification,Credit Declined,Declined_Credit,0.0,64.97
APP-000149,CUST-000149,2022-09-23,Mobile App,45,Contractor,Mortgage,20164,691,Tier C (Fair),0.22,Debt Consolidation,13000,36,15.4,Disbursed,Active/Funded,Current (Good Standing),3972.22,112.77
APP-000150,CUST-000150,2023-11-23,Direct Web,56,Unemployed,Rent,27052,794,Tier A (Excellent),0.199,Home Improvement,6000,36,8.43,Disbursed,Active/Funded,Current (Good Standing),4166.67,127.51
APP-000151,CUST-000151,2022-04-09,Direct Web,27,Full-Time,Mortgage,52926,744,Tier B (Good),0.263,Home Improvement,15500,36,11.17,Disbursed,Active/Funded,Current (Good Standing),2152.78,45.24
APP-000152,CUST-000152,2023-06-23,Mobile App,23,Full-Time,Rent,53130,712,Tier B (Good),0.324,Debt Consolidation,10500,60,10.8,Disbursed,Active/Funded,Current (Good Standing),7700.0,89.11
APP-000153,CUST-000153,2022-03-22,Direct Web,38,Self-Employed,Mortgage,194125,657,Tier C (Fair),0.374,Small Business,18500,60,16.5,Credit Approved,Offer Declined,Offer_Rejected,0.0,127.0
APP-000154,CUST-000154,2022-08-20,Broker Aggregator,47,Self-Employed,Mortgage,149973,606,Tier D (Subprime),0.266,Home Improvement,23000,60,21.61,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,30.8
APP-000155,CUST-000155,2024-09-26,Direct Web,33,Full-Time,Mortgage,88242,571,Tier E (Deep Subprime),0.05,Debt Consolidation,24500,60,27.41,Document Verification,Credit Declined,Declined_Credit,0.0,47.64
APP-000156,CUST-000156,2024-02-28,Affiliate Partner,25,Full-Time,Mortgage,106746,593,Tier D (Subprime),0.347,Small Business,12500,60,21.64,Document Verification,Credit Declined,Declined_Credit,0.0,44.55
APP-000157,CUST-000157,2022-06-11,Mobile App,47,Part-Time,Mortgage,29810,739,Tier B (Good),0.189,Small Business,3000,36,10.96,Lead Captured,Abandoned,Incomplete,0.0,2.59
APP-000158,CUST-000158,2024-07-23,Affiliate Partner,45,Self-Employed,Mortgage,131670,665,Tier C (Fair),0.208,Small Business,19000,36,15.52,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,31.99
APP-000159,CUST-000159,2024-02-05,Direct Web,37,Full-Time,Rent,60194,644,Tier C (Fair),0.429,Personal,19000,36,16.57,Document Verification,Credit Declined,Declined_Credit,0.0,66.92
APP-000160,CUST-000160,2024-07-11,Mobile App,33,Contractor,Mortgage,31659,589,Tier D (Subprime),0.385,Debt Consolidation,35000,36,22.31,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,10.59
APP-000161,CUST-000161,2024-10-29,Broker Aggregator,66,Self-Employed,Mortgage,62567,634,Tier D (Subprime),0.161,Auto Refinance,27000,60,21.39,Credit Approved,Offer Declined,Offer_Rejected,0.0,105.77
APP-000162,CUST-000162,2022-12-31,Direct Web,46,Full-Time,Mortgage,52297,641,Tier C (Fair),0.212,Home Improvement,27000,60,15.69,Credit Approved,Offer Declined,Offer_Rejected,0.0,79.47
APP-000163,CUST-000163,2022-10-27,Direct Web,23,Full-Time,Mortgage,73812,710,Tier B (Good),0.348,Home Improvement,17500,60,11.63,Document Verification,Credit Declined,Declined_Credit,0.0,54.33
APP-000164,CUST-000164,2022-04-21,Mobile App,53,Self-Employed,Own,120300,683,Tier C (Fair),0.169,Personal,23000,36,14.72,Disbursed,Active/Funded,Current (Good Standing),3833.33,104.59
APP-000165,CUST-000165,2023-11-08,Direct Web,40,Part-Time,Rent,36127,576,Tier E (Deep Subprime),0.358,Auto Refinance,9000,60,28.96,Lead Captured,Abandoned,Incomplete,0.0,2.13
APP-000166,CUST-000166,2024-05-01,Direct Web,24,Part-Time,Rent,23304,779,Tier A (Excellent),0.269,Debt Consolidation,19500,36,7.98,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,25.59
APP-000167,CUST-000167,2022-03-23,Broker Aggregator,29,Contractor,Mortgage,18000,664,Tier C (Fair),0.286,Personal,33500,36,15.34,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,35.56
APP-000168,CUST-000168,2022-05-15,Direct Web,39,Full-Time,Rent,41240,782,Tier A (Excellent),0.4,Debt Consolidation,6500,60,8.54,Disbursed,Active/Funded,Current (Good Standing),3358.33,103.92
APP-000169,CUST-000169,2022-08-31,Mobile App,36,Self-Employed,Rent,100979,652,Tier C (Fair),0.495,Debt Consolidation,18500,60,17.03,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,11.75
APP-000170,CUST-000170,2022-10-23,Broker Aggregator,47,Part-Time,Rent,34963,774,Tier A (Excellent),0.361,Small Business,17500,36,8.69,Disbursed,Active/Funded,Current (Good Standing),5833.33,82.08
APP-000171,CUST-000171,2022-04-22,Mobile App,34,Full-Time,Mortgage,31040,629,Tier D (Subprime),0.428,Auto Refinance,24500,36,21.76,Disbursed,Active/Funded,Current (Good Standing),4083.33,110.15
APP-000172,CUST-000172,2022-01-10,Mobile App,34,Full-Time,Mortgage,38617,637,Tier D (Subprime),0.44,Home Improvement,19000,60,22.32,Document Verification,Credit Declined,Declined_Credit,0.0,50.3
APP-000173,CUST-000173,2023-02-07,Direct Web,35,Full-Time,Mortgage,60250,679,Tier C (Fair),0.1,Small Business,21500,60,14.84,Disbursed,Active/Funded,Current (Good Standing),14333.33,97.17
APP-000174,CUST-000174,2022-12-06,Direct Web,25,Full-Time,Rent,75851,659,Tier C (Fair),0.05,Personal,7500,60,14.04,Disbursed,Active/Funded,Default / Charge-Off (90+ DPD),5138.29,157.61
APP-000175,CUST-000175,2023-07-15,Mobile App,21,Full-Time,Mortgage,35050,596,Tier D (Subprime),0.404,Debt Consolidation,18000,60,22.14,Disbursed,Active/Funded,Current (Good Standing),13500.0,75.15
APP-000176,CUST-000176,2022-08-31,Direct Web,36,Full-Time,Rent,52074,633,Tier D (Subprime),0.221,Debt Consolidation,14500,36,21.34,Disbursed,Active/Funded,Default / Charge-Off (90+ DPD),10117.89,104.67
APP-000177,CUST-000177,2023-08-04,Broker Aggregator,45,Part-Time,Mortgage,18000,591,Tier D (Subprime),0.302,Debt Consolidation,16500,60,21.78,Document Verification,Credit Declined,Declined_Credit,0.0,38.72
APP-000178,CUST-000178,2024-05-09,Mobile App,55,Full-Time,Mortgage,84222,743,Tier B (Good),0.413,Personal,11000,36,12.22,Credit Approved,Offer Declined,Offer_Rejected,0.0,95.55
APP-000179,CUST-000179,2023-12-19,Affiliate Partner,46,Full-Time,Mortgage,49664,743,Tier B (Good),0.266,Home Improvement,22000,36,11.0,Disbursed,Active/Funded,Current (Good Standing),15888.89,88.01
APP-000180,CUST-000180,2024-03-24,Affiliate Partner,21,Full-Time,Mortgage,57343,655,Tier C (Fair),0.423,Debt Consolidation,26000,36,16.72,Disbursed,Active/Funded,Current (Good Standing),20944.44,86.87
APP-000181,CUST-000181,2022-11-26,Direct Web,34,Full-Time,Own,42895,690,Tier C (Fair),0.435,Personal,40500,60,16.59,Disbursed,Active/Funded,Current (Good Standing),24975.0,129.63
APP-000182,CUST-000182,2023-04-20,Direct Web,40,Full-Time,Other,34873,589,Tier D (Subprime),0.425,Home Improvement,18000,36,22.29,Document Verification,Credit Declined,Declined_Credit,0.0,48.45
APP-000183,CUST-000183,2023-12-14,Mobile App,30,Full-Time,Own,49999,653,Tier C (Fair),0.41,Personal,36500,60,16.68,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,28.55
APP-000184,CUST-000184,2023-05-14,Mobile App,42,Full-Time,Rent,39947,766,Tier A (Excellent),0.28,Auto Refinance,5000,60,8.21,Disbursed,Active/Funded,Current (Good Standing),3583.33,171.01
APP-000185,CUST-000185,2023-01-25,Mobile App,40,Part-Time,Mortgage,29271,734,Tier B (Good),0.531,Personal,25000,60,12.44,Credit Approved,Offer Declined,Offer_Rejected,0.0,117.43
APP-000186,CUST-000186,2023-01-10,Direct Web,53,Self-Employed,Mortgage,69280,697,Tier C (Fair),0.309,Debt Consolidation,16500,36,15.63,Credit Approved,Offer Declined,Offer_Rejected,0.0,83.16
APP-000187,CUST-000187,2023-06-23,Mobile App,42,Full-Time,Rent,27537,792,Tier A (Excellent),0.306,Debt Consolidation,11000,36,9.08,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,25.01
APP-000188,CUST-000188,2022-10-26,Affiliate Partner,44,Full-Time,Rent,56782,693,Tier C (Fair),0.221,Personal,21500,36,15.11,Disbursed,Active/Funded,Current (Good Standing),7166.67,120.56
APP-000189,CUST-000189,2022-02-10,Mobile App,29,Full-Time,Rent,90880,604,Tier D (Subprime),0.255,Debt Consolidation,28000,60,21.92,Document Verification,Credit Declined,Declined_Credit,0.0,40.13
APP-000190,CUST-000190,2023-11-22,Mobile App,49,Part-Time,Mortgage,23464,612,Tier D (Subprime),0.165,Debt Consolidation,23000,60,20.67,Document Verification,Credit Declined,Declined_Credit,0.0,65.7
APP-000191,CUST-000191,2023-01-12,Mobile App,43,Contractor,Rent,39162,701,Tier B (Good),0.439,Home Improvement,28000,36,11.32,Disbursed,Active/Funded,Delinquent (30-59 DPD),25769.67,77.37
APP-000192,CUST-000192,2024-09-02,Direct Web,39,Full-Time,Own,65210,593,Tier D (Subprime),0.222,Debt Consolidation,23500,60,21.28,Document Verification,Credit Declined,Declined_Credit,0.0,56.61
APP-000193,CUST-000193,2024-01-20,Direct Web,43,Full-Time,Rent,59087,726,Tier B (Good),0.119,Personal,15500,60,10.62,Disbursed,Active/Funded,Current (Good Standing),13175.0,145.21
APP-000194,CUST-000194,2022-06-12,Affiliate Partner,38,Part-Time,Rent,31413,673,Tier C (Fair),0.102,Personal,18000,36,14.24,Disbursed,Active/Funded,Delinquent (30-59 DPD),15305.73,75.84
APP-000195,CUST-000195,2022-01-17,Mobile App,49,Full-Time,Mortgage,47362,428,Tier E (Deep Subprime),0.208,Personal,37000,36,27.88,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,12.03
APP-000196,CUST-000196,2024-02-21,Mobile App,56,Full-Time,Other,22529,772,Tier A (Excellent),0.419,Auto Refinance,13500,60,9.47,Disbursed,Active/Funded,Current (Good Standing),11700.0,144.45
APP-000197,CUST-000197,2023-03-23,Direct Web,52,Full-Time,Mortgage,82211,770,Tier A (Excellent),0.225,Debt Consolidation,9500,36,8.26,Disbursed,Active/Funded,Current (Good Standing),4486.11,103.67
APP-000198,CUST-000198,2023-12-13,Direct Web,31,Full-Time,Mortgage,53094,647,Tier C (Fair),0.498,Debt Consolidation,13000,36,16.69,Credit Approved,Offer Declined,Offer_Rejected,0.0,118.62
APP-000199,CUST-000199,2024-07-18,Direct Web,49,Full-Time,Mortgage,26297,578,Tier E (Deep Subprime),0.239,Debt Consolidation,17500,60,28.68,Document Verification,Credit Declined,Declined_Credit,0.0,30.16
APP-000200,CUST-000200,2022-03-31,Direct Web,26,Full-Time,Mortgage,75726,629,Tier D (Subprime),0.197,Small Business,25500,60,20.54,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,7.32
APP-000201,CUST-000201,2022-06-13,Direct Web,46,Self-Employed,Own,74044,560,Tier E (Deep Subprime),0.344,Debt Consolidation,13500,36,28.34,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,11.78
APP-000202,CUST-000202,2024-04-30,Mobile App,34,Full-Time,Rent,50876,704,Tier B (Good),0.174,Home Improvement,20000,36,10.55,Disbursed,Active/Funded,Current (Good Standing),17222.22,146.94
APP-000203,CUST-000203,2023-03-15,Mobile App,38,Full-Time,Rent,32791,679,Tier C (Fair),0.384,Debt Consolidation,33000,36,15.8,Credit Approved,Offer Declined,Offer_Rejected,0.0,93.53
APP-000204,CUST-000204,2022-07-13,Direct Web,38,Full-Time,Rent,18196,743,Tier B (Good),0.386,Debt Consolidation,34500,36,11.86,Disbursed,Active/Funded,Current (Good Standing),8625.0,110.3
APP-000205,CUST-000205,2022-04-25,Affiliate Partner,43,Full-Time,Own,72879,640,Tier C (Fair),0.527,Personal,17500,60,16.81,Document Verification,Credit Declined,Declined_Credit,0.0,30.89
APP-000206,CUST-000206,2024-03-15,Mobile App,39,Full-Time,Mortgage,49315,764,Tier A (Excellent),0.397,Debt Consolidation,8000,60,8.82,Disbursed,Active/Funded,Current (Good Standing),7066.67,128.36
APP-000207,CUST-000207,2023-05-12,Direct Web,32,Part-Time,Mortgage,23527,610,Tier D (Subprime),0.298,Home Improvement,15500,60,21.78,Lead Captured,Abandoned,Incomplete,0.0,1.82
APP-000208,CUST-000208,2024-06-21,Direct Web,36,Full-Time,Rent,73629,850,Tier A (Excellent),0.418,Small Business,35500,60,8.6,Disbursed,Active/Funded,Current (Good Standing),33133.33,91.7
APP-000209,CUST-000209,2022-10-17,Direct Web,37,Part-Time,Rent,18000,706,Tier B (Good),0.302,Home Improvement,36500,36,11.01,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,28.54
APP-000210,CUST-000210,2023-08-23,Direct Web,50,Contractor,Mortgage,18000,632,Tier D (Subprime),0.305,Personal,20000,60,21.74,Disbursed,Active/Funded,Current (Good Standing),15333.33,122.38
APP-000211,CUST-000211,2024-10-23,Direct Web,64,Full-Time,Other,84770,669,Tier C (Fair),0.255,Personal,11500,60,15.44,Disbursed,Active/Funded,Current (Good Standing),11308.33,115.68
APP-000212,CUST-000212,2023-02-19,Affiliate Partner,47,Part-Time,Mortgage,33375,695,Tier C (Fair),0.358,Home Improvement,21000,36,15.52,Document Verification,Credit Declined,Declined_Credit,0.0,52.53
APP-000213,CUST-000213,2023-09-14,Affiliate Partner,38,Contractor,Mortgage,18000,644,Tier C (Fair),0.248,Auto Refinance,22000,36,15.51,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,6.74
APP-000214,CUST-000214,2024-10-25,Direct Web,32,Part-Time,Rent,20541,804,Tier A (Excellent),0.361,Home Improvement,5500,60,9.53,Document Verification,Credit Declined,Declined_Credit,0.0,28.29
APP-000215,CUST-000215,2024-06-18,Affiliate Partner,40,Part-Time,Mortgage,53959,578,Tier E (Deep Subprime),0.097,Home Improvement,22000,36,27.65,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,8.69
APP-000216,CUST-000216,2022-03-22,Mobile App,54,Full-Time,Mortgage,48378,719,Tier B (Good),0.202,Debt Consolidation,18000,36,10.9,Lead Captured,Abandoned,Incomplete,0.0,1.91
APP-000217,CUST-000217,2022-07-05,Affiliate Partner,45,Contractor,Rent,21140,738,Tier B (Good),0.16,Personal,13500,60,9.91,Disbursed,Active/Funded,Current (Good Standing),7200.0,140.91
APP-000218,CUST-000218,2022-11-24,Affiliate Partner,28,Part-Time,Rent,30112,711,Tier B (Good),0.265,Debt Consolidation,26000,60,10.72,Document Verification,Credit Declined,Declined_Credit,0.0,61.03
APP-000219,CUST-000219,2022-01-08,Mobile App,60,Part-Time,Rent,18346,685,Tier C (Fair),0.198,Personal,9500,36,14.8,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,24.36
APP-000220,CUST-000220,2023-01-14,Direct Web,39,Part-Time,Rent,35928,700,Tier B (Good),0.302,Home Improvement,18000,36,10.71,Document Verification,Credit Declined,Declined_Credit,0.0,59.57
APP-000221,CUST-000221,2024-01-08,Direct Web,39,Part-Time,Rent,18000,535,Tier E (Deep Subprime),0.491,Home Improvement,16000,60,29.63,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,9.99
APP-000222,CUST-000222,2024-09-17,Affiliate Partner,53,Self-Employed,Mortgage,107318,586,Tier D (Subprime),0.244,Debt Consolidation,35500,60,21.39,Document Verification,Credit Declined,Declined_Credit,0.0,48.12
APP-000223,CUST-000223,2022-01-04,Affiliate Partner,29,Self-Employed,Mortgage,32229,628,Tier D (Subprime),0.349,Debt Consolidation,24000,60,21.57,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,22.87
APP-000224,CUST-000224,2023-11-14,Mobile App,30,Full-Time,Mortgage,44461,601,Tier D (Subprime),0.084,Home Improvement,29000,36,20.54,Document Verification,Credit Declined,Declined_Credit,0.0,64.12
APP-000225,CUST-000225,2022-04-25,Mobile App,29,Full-Time,Mortgage,80663,648,Tier C (Fair),0.215,Debt Consolidation,12500,60,14.81,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,17.02
APP-000226,CUST-000226,2023-07-11,Direct Web,47,Full-Time,Own,39573,780,Tier A (Excellent),0.456,Debt Consolidation,28500,36,9.35,Disbursed,Active/Funded,Current (Good Standing),16625.0,152.06
APP-000227,CUST-000227,2022-09-29,Direct Web,36,Part-Time,Mortgage,18000,700,Tier B (Good),0.483,Personal,27000,36,12.16,Disbursed,Active/Funded,Delinquent (60-89 DPD),19051.86,64.55
APP-000228,CUST-000228,2023-02-28,Direct Web,49,Contractor,Rent,23419,620,Tier D (Subprime),0.555,Debt Consolidation,21000,36,22.43,Credit Approved,Offer Declined,Offer_Rejected,0.0,87.86
APP-000229,CUST-000229,2023-12-30,Mobile App,56,Full-Time,Rent,52548,659,Tier C (Fair),0.424,Small Business,19500,60,16.01,Application Submission,Doc Verification Failed,Rejected_Docs,0.0,22.15
APP-000230,CUST-000230,2023-06-13,Broker Aggregator,21,Full-Time,Own,41607,713,Tier B (Good),0.343,Personal,19500,36,11.07,Disbursed,Active/Funded,Current (Good Standing),10833.33,89.1
APP-000231,CUST-000231,2023-05-04,Broker Aggregator,43,Full-Time,Mortgage,79914,587,Tier D (Subprime),0.355,Debt Consolidation,14000,36,22.23,Disbursed,Active/Funded,Current (Good Standing),7000.0,79.43
APP-000232,CUST-000232,2024-02-16,Direct Web,24,Full-Time,Mortgage,69876,726,Tier B (Good),0.132,Debt Consolidation,24500,60,10.34,Credit Approved,Offer Declined,Offer_Rejected,0.0,70.42
APP-000233,CUST-000233,2023-12-07,Broker Aggregator,35,Full-Time,Mortgage,56379,749,Tier B (Good),0.256,Personal,17000,60,11.4,Disbursed,Active/Funded,Current (Good Standing),14166.67,105.63
